event-name,start_datetime,end_datetime,recurrence_rule,date_description,event-type,dance_focus,dance_style,price_min,price_max,currency,pricing_type,price_category,audience_min,audience_max,audience_size_bucket,age_min,age_max,age_group_label,event-location,region,season,cross_border_potential,user-category,organizer,instagram,event_link,event_link_fit,description,event_date,event_time,weekday,month,country,city,latitude,longitude,region_standardized
Fasnachts-Seniorennachmittag Zänzeler,2026-02-08 14:00:00,,,,Fasnacht / Seniorennachmittag,Nein,,,,EUR,,,300.0,2000.0,large (>500),60.0,,40+,"Zänzeler Zunfthalle, Lörrach",Lörrach (DE),Winter,Ja,Senioren & Familien,Zänzeler Fasnachtsverein Lörrach,https://www.instagram.com/zanzeleclique/,https://www.fasnacht-loerrach.de,0.9,"Fasnachts-Seniorennachmittag Zänzeler findet in Zänzeler Zunfthalle, Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-08,14:00,Sunday,2.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Schüler-Weihnachtskonzert Musikschule Lörrach,2025-12-18 18:30:00,,,,Schülerkonzert / Weihnachten,Nein,,,,EUR,,,300.0,2000.0,large (>500),,,All Ages,Städtische Musikschule Lörrach,Lörrach (DE),Winter,Ja,Familien & Musikfreunde,Musikschule Lörrach,https://www.instagram.com/musikschule_loerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Schüler-Weihnachtskonzert Musikschule Lörrach findet in Städtische Musikschule Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-18,18:30,Thursday,12.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Weihnachtsmarkt St. Blasien – Glühwein & Kunsthandwerk,2025-12-06 20:25:00,,,,Weihnachtsmarkt / Kunsthandwerk,Nein,,,,,,,300.0,2000.0,large (>500),,,All Ages,"St. Blasien, Schwarzwald",unknown,Winter,Nein,Weihnachtsmarkt- & Kunstfreunde,Stadt St. Blasien,https://www.instagram.com/stblasien/,https://www.basel.com/en/events,0.8,"Weihnachtsmarkt St. Blasien – Glühwein & Kunsthandwerk findet in St. Blasien, Schwarzwald, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-06,20:25,Saturday,12.0,,,,,Freiburg (DE)
Bad Bellingen Lichterzauber,2025-12-15 20:25:00,,,,Licht- & Winterevent,Nein,,,,,,,,,unknown,,,All Ages,Kurpark Bad Bellingen,unknown,Winter,Nein,Familien & Winterbesucher,Tourismus Bad Bellingen,https://www.instagram.com/bad_bellingen/,https://www.basel.com/en/events,0.8,"Bad Bellingen Lichterzauber findet in Kurpark Bad Bellingen, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-15,20:25,Monday,12.0,,,,,Lörrach (DE)
Basel Tattoo 2026,2026-07-18 00:00:00,,,,Musik / Show / Großveranstaltung,Nein,,40.0,120.0,CHF,paid,high,,,unknown,,,All Ages,Kaserne Basel,Basel (CH),Summer,Ja,Musik- & Showfans,Basel Tattoo Productions,https://www.instagram.com/baseltattoo/,https://www.basel.com/en/events,0.8,"Basel Tattoo 2026 findet in Kaserne Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-07-18,00:00,Saturday,7.0,CH,Basel,47.5666,7.5937,Basel (CH)
Weihnachtszauber Weil am Rhein,2025-12-01 20:25:00,,,,Weihnachtsmarkt / Advent,Nein,,,,EUR,,,300.0,2000.0,large (>500),,,All Ages,Innenstadt Weil am Rhein,Weil am Rhein (DE),Winter,Ja,Weihnachtsmarktbesucher,Stadt Weil am Rhein,https://www.instagram.com/stadt_weilamrhein/,https://www.basel.com/en/events,0.8,"Weihnachtszauber Weil am Rhein findet in Innenstadt Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-01,20:25,Monday,12.0,DE,Weil am Rhein,47.5939,7.62,Lörrach (DE)
Seniorenball Lörrach,2025-11-22 19:30:00,,,,Ball / Tanzveranstaltung,Ja,Swing/Balboa,15.0,30.0,EUR,paid,mid,50.0,200.0,medium (100–500),60.0,,40+,Burghof Lörrach,Lörrach (DE),Autumn,Ja,Senioren & Tanzfreunde,Burghof Lörrach GmbH,https://www.instagram.com/burghofloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Seniorenball Lörrach findet in Burghof Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-22,19:30,Saturday,11.0,DE,Lörrach,47.6132,7.6627,Lörrach (DE)
Adventskonzert Basel Musikverein,2025-12-05 19:00:00,,,,Konzert / Adventsmusik,Nein,,20.0,50.0,CHF,paid,mid,,,unknown,30.0,80.0,All Ages,Musikverein Basel,Basel (CH),Winter,Ja,Klassik- & Konzertfreunde,Basler Musikverein,https://www.instagram.com/musikvereinbasel/,https://www.basel.com/en/events,0.8,"Adventskonzert Basel Musikverein findet in Musikverein Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-05,19:00,Friday,12.0,CH,Basel,47.5596,7.5886,Basel (CH)
Weihnachtsmarkt Riehen,2025-11-27 20:25:00,,,,Weihnachtsmarkt / Advent,Nein,,,,,,,300.0,2000.0,large (>500),,,All Ages,"Innenstadt Riehen, Schweiz",unknown,Autumn,Nein,Weihnachtsmarktbesucher,Stadt Riehen,https://www.instagram.com/riehenkultur/,https://www.basel.com/en/events,0.8,"Weihnachtsmarkt Riehen findet in Innenstadt Riehen, Schweiz, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-27,20:25,Thursday,11.0,,,,,Basel (CH)
Volksball Maulburg,2026-01-30 19:30:00,,,,Ball / Tanzveranstaltung,Ja,Swing/Balboa,15.0,30.0,EUR,paid,mid,50.0,200.0,medium (100–500),18.0,70.0,All Ages,Gemeindehalle Maulburg,Maulburg (DE),Winter,Nein,Tanz- & Gesellschaftsfreunde,Gemeinde Maulburg,https://www.instagram.com/maulburg_event/,https://www.basel.com/en/events,0.8,"Volksball Maulburg findet in Gemeindehalle Maulburg, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-30,19:30,Friday,1.0,,,,,Lörrach (DE)
Weihnachtskonzert der Stadtkapelle Lörrach,2025-12-20 18:00:00,,,,Konzert / Weihnachten,Nein,,,,EUR,,,300.0,2000.0,large (>500),,,All Ages,Stadthalle Lörrach,Lörrach (DE),Winter,Ja,Familien & Musikliebhaber,Stadtkapelle Lörrach,https://www.instagram.com/stadtkapelleloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Weihnachtskonzert der Stadtkapelle Lörrach findet in Stadthalle Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-20,18:00,Saturday,12.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Tanz in den Mai Freiburg,2026-04-30 20:00:00,,,,Party / Tanz / Mai-Fest,Ja,,10.0,20.0,EUR,paid,mid,300.0,2000.0,large (>500),16.0,40.0,All Ages,Innenstadt Freiburg,Freiburg (DE),Spring,Ja,Party- & Tanzfreunde,Stadt Freiburg,https://www.instagram.com/freiburg_de/,https://www.freiburg.de/pb/1176329.html,0.3,"Tanz in den Mai Freiburg findet in Innenstadt Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-04-30,20:00,Thursday,4.0,DE,Freiburg,47.999,7.8421,Freiburg (DE)
OpenAir Kino Kleinbasel,2026-07-18 00:00:00,,,,Open-Air Kino / Film,Nein,,10.0,15.0,CHF,paid,mid,,,unknown,,,All Ages,"Kleinbasel, Basel",Basel (CH),Summer,Ja,Filmfans & Familien,OpenAir Kino Basel,https://www.instagram.com/openairkino_basel/,https://www.basel.com/en/events,0.8,"OpenAir Kino Kleinbasel findet in Kleinbasel, Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-07-18,00:00,Saturday,7.0,CH,Basel,47.5596,7.5886,Basel (CH)
Weihnachtszauber Müllheim,2025-12-01 20:25:00,,,,Weihnachtsmarkt / Advent,Nein,,,,,,,300.0,2000.0,large (>500),,,All Ages,Innenstadt Müllheim (Baden),unknown,Winter,Nein,Weihnachtsmarkt-Besucher,Stadt Müllheim,https://www.instagram.com/stadt.muellheim/,https://www.basel.com/en/events,0.8,"Weihnachtszauber Müllheim findet in Innenstadt Müllheim (Baden), nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-01,20:25,Monday,12.0,,,,,Lörrach (DE)
Seniorenfasnacht Lörrach,2026-02-24 14:00:00,,,,Fasnacht / Seniorennachmittag,Nein,,,,EUR,,,300.0,2000.0,large (>500),60.0,,40+,Innenstadt Lörrach,Lörrach (DE),Winter,Ja,Senioren & Fasnachtsfreunde,Senioreninitiative Lörrach,https://www.instagram.com/narrenzunft.loerrach/,https://www.fasnacht-loerrach.de,0.9,"Seniorenfasnacht Lörrach findet in Innenstadt Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-24,14:00,Tuesday,2.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Fasnacht Zofingen – Gastauftritt Lörracher Cliquen,2026-02-21 00:00:00,,,,Fasnacht / Umzug,Nein,,,,EUR,,,300.0,2000.0,large (>500),,,All Ages,"Innenstadt Zofingen, Schweiz",Lörrach (DE),Winter,Nein,Fasnachtsfreunde,Fasnachtskomitee Zofingen,https://www.instagram.com/zofingenfasnacht/,https://www.fasnacht-loerrach.de,0.9,"Fasnacht Zofingen – Gastauftritt Lörracher Cliquen findet in Innenstadt Zofingen, Schweiz, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-21,00:00,Saturday,2.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Basel Marathon Expo,2026-04-13 00:00:00,,,,Sportmesse / Marathon Rahmenprogramm,Nein,,,,CHF,,,,,unknown,16.0,70.0,All Ages,Messeplatz Basel,Basel (CH),Spring,Ja,Sport- & Marathonfans,Basel Marathon,https://www.instagram.com/baselmarathon/,https://www.basel.com/en/events,0.8,"Basel Marathon Expo findet in Messeplatz Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-04-13,00:00,Monday,4.0,CH,Basel,47.5596,7.5886,Basel (CH)
Kinderweihnachtsmarkt Lörrach,2025-12-13 14:00:00,,,,Weihnachtsmarkt / Familien,Nein,,,,EUR,,,300.0,2000.0,large (>500),3.0,14.0,All Ages,"Senser Platz & Hebelpark, Lörrach",Lörrach (DE),Winter,Ja,Kinder & Familien,Stadt Lörrach,https://www.instagram.com/stadt.loerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Kinderweihnachtsmarkt Lörrach findet in Senser Platz & Hebelpark, Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-13,14:00,Saturday,12.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Campus Open Day Universität Freiburg,2026-06-05 00:00:00,,,,Bildung / Tag der offenen Tür,Nein,,,,EUR,,,,,unknown,16.0,60.0,All Ages,Universität Freiburg,Freiburg (DE),Summer,Ja,Studierende & Familien,Universität Freiburg,https://www.instagram.com/uni_freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Campus Open Day Universität Freiburg findet in Universität Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-06-05,00:00,Friday,6.0,DE,Freiburg,47.999,7.8421,Freiburg (DE)
Winterlauf Lörrach,2026-01-15 10:00:00,,,,Laufveranstaltung / Sport,Nein,,10.0,20.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Innenstadt Lörrach,Lörrach (DE),Winter,Ja,Läufer & Sportfreunde,Stadt Lörrach,https://www.instagram.com/laufloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Winterlauf Lörrach findet in Innenstadt Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-15,10:00,Thursday,1.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Theater Freiburg – Der Besuch der alten Dame,2025-11-28 20:00:00,,,,Theater / Schauspiel,Nein,,15.0,40.0,EUR,paid,mid,,,unknown,16.0,80.0,All Ages,Stadttheater Freiburg,Freiburg (DE),Autumn,Ja,Theater- & Kulturfreunde,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Theater Freiburg – Der Besuch der alten Dame findet in Stadttheater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-28,20:00,Friday,11.0,DE,Freiburg,47.9959,7.8522,Freiburg (DE)
Winterball Weil am Rhein,2026-02-13 19:30:00,,,,Ball / Tanzveranstaltung,Ja,Swing/Balboa,20.0,40.0,EUR,paid,mid,50.0,200.0,medium (100–500),18.0,70.0,All Ages,Kulturzentrum Weil am Rhein,Weil am Rhein (DE),Winter,Ja,Tanz- & Ballfreunde,Stadt Weil am Rhein,https://www.instagram.com/stadtweilamrhein/,https://www.basel.com/en/events,0.8,"Winterball Weil am Rhein findet in Kulturzentrum Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-13,19:30,Friday,2.0,DE,Weil am Rhein,47.5939,7.62,Lörrach (DE)
Weihnachtskonzert Basel Cathedral Choir,2025-12-13 19:30:00,,,,Konzert / Advent / Klassik,Nein,,20.0,40.0,CHF,paid,mid,,,unknown,25.0,80.0,All Ages,"Basler Münster, Basel",Basel (CH),Winter,Ja,Klassikfreunde,Basel Cathedral Choir,https://www.instagram.com/baselermuenster/,https://www.basel.com/en/events,0.8,"Weihnachtskonzert Basel Cathedral Choir findet in Basler Münster, Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-13,19:30,Saturday,12.0,CH,Basel,47.5596,7.5886,Basel (CH)
Open House Vitra Design Museum,2026-05-08 00:00:00,,,,Kunst / Design / Ausstellungstag,Nein,,,,EUR,,,,,unknown,16.0,70.0,All Ages,"Vitra Campus, Weil am Rhein",Weil am Rhein (DE),Spring,Ja,Kunst- & Designfreunde,Vitra Design Museum,https://www.instagram.com/vitra/,https://www.basel.com/en/events,0.8,"Open House Vitra Design Museum findet in Vitra Campus, Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-08,00:00,Friday,5.0,DE,Weil am Rhein,47.5939,7.62,Lörrach (DE)
Mittelaltermarkt Burg Rötteln,2026-05-17 20:26:00,,,,Mittelaltermarkt / Kultur / Markt,Nein,,10.0,20.0,EUR,paid,mid,500.0,5000.0,large (>500),,,All Ages,"Burg Rötteln, Lörrach",Lörrach (DE),Spring,Ja,Familien & Mittelalterfans,Burg Rötteln Förderverein,https://www.instagram.com/burgroetteln/,https://www.loerrach.de/veranstaltungen,0.9,"Mittelaltermarkt Burg Rötteln findet in Burg Rötteln, Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-17,20:26,Sunday,5.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Theater Freiburg – Hexenabend,2025-10-31 20:00:00,,,,Theater / Schauspiel / Halloween,Nein,,15.0,35.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Theater Freiburg,Freiburg (DE),Autumn,Ja,Theater- & Halloweenfreunde,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.fasnacht-loerrach.de,0.9,"Theater Freiburg – Hexenabend findet in Theater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-31,20:00,Friday,10.0,DE,Freiburg,47.9959,7.8522,Freiburg (DE)
Neujahrskonzert Kurhaus Badenweiler,2026-01-02 19:30:00,,,,Konzert / Klassik / Neujahr,Nein,,20.0,50.0,EUR,paid,mid,,,unknown,30.0,80.0,All Ages,Kurhaus Badenweiler,Weil am Rhein (DE),Winter,Ja,Klassik- & Kulturfreunde,Kurhaus Badenweiler,https://www.instagram.com/kurhaus_badenweiler/,https://www.basel.com/en/events,0.8,"Neujahrskonzert Kurhaus Badenweiler findet in Kurhaus Badenweiler, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-02,19:30,Friday,1.0,DE,Weil am Rhein,47.5939,7.62,Lörrach (DE)
Museumsnacht Freiburg,2026-05-14 18:00:00,,,,Kultur / Nachtveranstaltung,Nein,,10.0,20.0,EUR,paid,mid,300.0,2000.0,large (>500),16.0,70.0,All Ages,Innenstadt Freiburg (Museen),Freiburg (DE),Spring,Ja,Kultur- & Museumsfreunde,Museen Freiburg,https://www.instagram.com/freiburg_de/,https://www.freiburg.de/pb/1176329.html,0.3,"Museumsnacht Freiburg findet in Innenstadt Freiburg (Museen), Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-14,18:00,Thursday,5.0,DE,Freiburg,47.999,7.8421,Freiburg (DE)
Basel Läuft Benefizlauf,2026-05-09 10:00:00,,,,Sport / Laufveranstaltung,Nein,,20.0,40.0,CHF,paid,mid,,,unknown,16.0,60.0,All Ages,Innenstadt Basel,Basel (CH),Spring,Ja,Läufer & Sportfreunde,Basel Läuft Organisation,https://www.instagram.com/basel_laeuft/,https://www.basel.com/en/events,0.8,"Basel Läuft Benefizlauf findet in Innenstadt Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-09,10:00,Saturday,5.0,CH,Basel,47.5596,7.5886,Basel (CH)
Open Stage Jazzclub Freiburg,2025-11-05 20:30:00,,,,Jazz / Open Stage / Musik,Nein,,10.0,20.0,EUR,paid,mid,,,unknown,18.0,70.0,All Ages,Jazzhaus Freiburg,Freiburg (DE),Autumn,Ja,Jazzliebhaber & Musiker,Jazzhaus Freiburg,https://www.instagram.com/jazzhausfreiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Open Stage Jazzclub Freiburg findet in Jazzhaus Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-05,20:30,Wednesday,11.0,DE,Freiburg,47.9969,7.8491,Freiburg (DE)
Kindertheater – Rabe Socke,2025-12-12 15:00:00,,,,Theater / Kindertheater,Nein,,10.0,20.0,EUR,paid,mid,,,unknown,3.0,10.0,All Ages,Stadttheater Freiburg,Freiburg (DE),Winter,Ja,Kinder & Familien,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Kindertheater – Rabe Socke findet in Stadttheater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-12,15:00,Friday,12.0,DE,Freiburg,47.9959,7.8522,Freiburg (DE)
Weihnachts-Zauber Basel,2025-11-25 20:25:00,,,,Weihnachtsmarkt / Winterevent,Nein,,,,CHF,,,300.0,2000.0,large (>500),,,All Ages,Innenstadt Basel,Basel (CH),Autumn,Ja,Weihnachtsmarktbesucher,Stadt Basel,https://www.instagram.com/basellive/,https://www.basel.com/en/events,0.8,"Weihnachts-Zauber Basel findet in Innenstadt Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-25,20:25,Tuesday,11.0,CH,Basel,47.5596,7.5886,Basel (CH)
Theater Lörrach – Kabale und Liebe,2026-03-05 19:30:00,,,,Theater / Schauspiel,Nein,,15.0,35.0,EUR,paid,mid,,,unknown,16.0,80.0,All Ages,Stadttheater Lörrach,Lörrach (DE),Spring,Ja,Theaterfreunde,Theater Lörrach,https://www.instagram.com/theaterloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Theater Lörrach – Kabale und Liebe findet in Stadttheater Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-03-05,19:30,Thursday,3.0,DE,Lörrach,47.615,7.6646,Lörrach (DE)
Gospel Weihnachtskonzert Basel,2025-12-19 20:00:00,,,,Konzert / Gospel / Weihnachten,Nein,,20.0,40.0,CHF,paid,mid,300.0,2000.0,large (>500),,,All Ages,Johanneskirche Basel,Basel (CH),Winter,Ja,Gospelfreunde & Familien,Johanneskirche Basel,https://www.instagram.com/basel_gospel/,https://www.basel.com/en/events,0.8,"Gospel Weihnachtskonzert Basel findet in Johanneskirche Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-19,20:00,Friday,12.0,CH,Basel,47.5596,7.5886,Basel (CH)
2nd Chamber Concert Freiburg,2025-11-23 11:00:00,,,,Kammerkonzert / Klassik,Nein,,15.0,30.0,EUR,paid,mid,,,unknown,25.0,70.0,All Ages,"Theater Freiburg, Winterer-Foyer",Freiburg (DE),Autumn,Ja,Klassik- & Musikliebhaber,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"2nd Chamber Concert Freiburg findet in Theater Freiburg, Winterer-Foyer, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-23,11:00,Sunday,11.0,DE,Freiburg,47.9959,7.8522,Freiburg (DE)
Sinu Konzert Freiburg,2025-11-21 20:00:00,,,,Konzert / Popmusik,Nein,,20.0,40.0,EUR,paid,mid,,,unknown,16.0,40.0,All Ages,"Hilda5, Freiburg",Freiburg (DE),Autumn,Ja,Popmusikfans & junge Erwachsene,Kulturaggregat Freiburg,https://www.instagram.com/sinu_music/,https://www.freiburg.de/pb/1176329.html,0.3,"Sinu Konzert Freiburg findet in Hilda5, Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-21,20:00,Friday,11.0,DE,Freiburg,47.999,7.8421,Freiburg (DE)
Neujahrslauf Weil am Rhein,2026-01-01 11:00:00,,,,Laufveranstaltung / Sport,Nein,,10.0,20.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Innenstadt Weil am Rhein,Weil am Rhein (DE),Winter,Ja,Läufer & Sportfreunde,Stadt Weil am Rhein,https://www.instagram.com/stadtweilamrhein/,https://www.basel.com/en/events,0.8,"Neujahrslauf Weil am Rhein findet in Innenstadt Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-01,11:00,Thursday,1.0,DE,Weil am Rhein,47.5939,7.62,Lörrach (DE)
Theater Freiburg – Faust,2026-01-15 19:30:00,,,,Theater / Schauspiel / Klassiker,Nein,,20.0,50.0,EUR,paid,mid,,,unknown,16.0,80.0,All Ages,Stadttheater Freiburg,Freiburg (DE),Winter,Ja,Theaterliebhaber,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Theater Freiburg – Faust findet in Stadttheater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-15,19:30,Thursday,1.0,DE,Freiburg,47.9959,7.8522,Freiburg (DE)
